Student Report
Created On:,"May 20, 2023"
Schools:,All schools
Modified:,"Apr 01, 2023 - Apr 30, 2023"
""
Student ID,Name,Grd,School,Parent,Phone,ext,Test/SMS,Address,Email,Logged In,Last Modified
Stud1,Stud 1,,99-3 School District,,,,,,,,2023-04-27 04:08:57.00
t.anandh,Thiru Anandh,,NBO_Insitution,"Ram, Anandh",202-981-3253,,,,vigneshwaran.s@finalsite.com,FALSE,2023-04-26 02:02:12.00
a.ani,Anbu Ani,,NBO_Insitution,"Akhil, Ani",202-981-3253,,,,t.ramanujam@finalsite.com,FALSE,2023-04-26 02:02:12.00
a.chandru,Arun Chandru,,NBO_Insitution,"Sudha, Chandru",202-981-3253,,,,vigneshwaran.s@finalsite.com,FALSE,2023-04-26 02:02:12.00
t.elango,tamil Elango,,NBO_Insitution,"Ezhil, Elango",202-981-3253,,,,t.ramanujam@finalsite.com,FALSE,2023-04-26 02:02:12.00
Performance_Student1,Automation-FN1 Performance-LN1,,Automation Org - Do Not Delete,"Performance_Parent1, AutoLilly11",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1,Automation-FN1 Performance-LN1,,Automation Org - Do Not Delete,"Performance_Parent1, AutoLilly11",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1,Automation-FN1 Performance-LN1,,Automation Org - Do Not Delete,"Performance_Parent1, AutoLilly11",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1,Automation-FN1 Performance-LN1,,Automation Org - Do Not Delete,"Performance_Parent1, AutoLilly11",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1,Automation-FN1 Performance-LN1,,Automation Org - Do Not Delete,"Performance_Parent1, AutoLilly11",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1,Automation-FN1 Performance-LN1,,Automation Org - Do Not Delete,"Performance_Parent1, AutoLilly11",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1,Automation-FN1 Performance-LN1,,Automation Org - Do Not Delete,"Performance_Parent1, AutoLilly11",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student10,Automation-FN10 Performance-LN10,,Automation Org - Do Not Delete,"Performance_Parent10, AutoLilly20",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student10,Automation-FN10 Performance-LN10,,Automation Org - Do Not Delete,"Performance_Parent10, AutoLilly20",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student10,Automation-FN10 Performance-LN10,,Automation Org - Do Not Delete,"Performance_Parent10, AutoLilly20",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student10,Automation-FN10 Performance-LN10,,Automation Org - Do Not Delete,"Performance_Parent10, AutoLilly20",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student10,Automation-FN10 Performance-LN10,,Automation Org - Do Not Delete,"Performance_Parent10, AutoLilly20",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student10,Automation-FN10 Performance-LN10,,Automation Org - Do Not Delete,"Performance_Parent10, AutoLilly20",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student10,Automation-FN10 Performance-LN10,,Automation Org - Do Not Delete,"Performance_Parent10, AutoLilly20",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student100,Automation-FN100 Performance-LN100,,Automation Org - Do Not Delete,"Performance_Parent100, AutoLilly110",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student100,Automation-FN100 Performance-LN100,,Automation Org - Do Not Delete,"Performance_Parent100, AutoLilly110",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student100,Automation-FN100 Performance-LN100,,Automation Org - Do Not Delete,"Performance_Parent100, AutoLilly110",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student100,Automation-FN100 Performance-LN100,,Automation Org - Do Not Delete,"Performance_Parent100, AutoLilly110",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student100,Automation-FN100 Performance-LN100,,Automation Org - Do Not Delete,"Performance_Parent100, AutoLilly110",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student100,Automation-FN100 Performance-LN100,,Automation Org - Do Not Delete,"Performance_Parent100, AutoLilly110",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student100,Automation-FN100 Performance-LN100,,Automation Org - Do Not Delete,"Performance_Parent100, AutoLilly110",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1000,Automation-FN1000 Performance-LN1000,,Automation Org - Do Not Delete,"Performance_Parent1000, AutoLilly1010",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1000,Automation-FN1000 Performance-LN1000,,Automation Org - Do Not Delete,"Performance_Parent1000, AutoLilly1010",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1000,Automation-FN1000 Performance-LN1000,,Automation Org - Do Not Delete,"Performance_Parent1000, AutoLilly1010",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1000,Automation-FN1000 Performance-LN1000,,Automation Org - Do Not Delete,"Performance_Parent1000, AutoLilly1010",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1000,Automation-FN1000 Performance-LN1000,,Automation Org - Do Not Delete,"Performance_Parent1000, AutoLilly1010",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1000,Automation-FN1000 Performance-LN1000,,Automation Org - Do Not Delete,"Performance_Parent1000, AutoLilly1010",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1000,Automation-FN1000 Performance-LN1000,,Automation Org - Do Not Delete,"Performance_Parent1000, AutoLilly1010",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1001,Automation-FN1001 Performance-LN1001,,Automation Org - Do Not Delete,"Performance_Parent1001, AutoLilly1011",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1001,Automation-FN1001 Performance-LN1001,,Automation Org - Do Not Delete,"Performance_Parent1001, AutoLilly1011",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1001,Automation-FN1001 Performance-LN1001,,Automation Org - Do Not Delete,"Performance_Parent1001, AutoLilly1011",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1001,Automation-FN1001 Performance-LN1001,,Automation Org - Do Not Delete,"Performance_Parent1001, AutoLilly1011",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1001,Automation-FN1001 Performance-LN1001,,Automation Org - Do Not Delete,"Performance_Parent1001, AutoLilly1011",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1001,Automation-FN1001 Performance-LN1001,,Automation Org - Do Not Delete,"Performance_Parent1001, AutoLilly1011",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1001,Automation-FN1001 Performance-LN1001,,Automation Org - Do Not Delete,"Performance_Parent1001, AutoLilly1011",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1002,Automation-FN1002 Performance-LN1002,,Automation Org - Do Not Delete,"Performance_Parent1002, AutoLilly1012",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1002,Automation-FN1002 Performance-LN1002,,Automation Org - Do Not Delete,"Performance_Parent1002, AutoLilly1012",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1002,Automation-FN1002 Performance-LN1002,,Automation Org - Do Not Delete,"Performance_Parent1002, AutoLilly1012",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1002,Automation-FN1002 Performance-LN1002,,Automation Org - Do Not Delete,"Performance_Parent1002, AutoLilly1012",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1002,Automation-FN1002 Performance-LN1002,,Automation Org - Do Not Delete,"Performance_Parent1002, AutoLilly1012",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1002,Automation-FN1002 Performance-LN1002,,Automation Org - Do Not Delete,"Performance_Parent1002, AutoLilly1012",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1002,Automation-FN1002 Performance-LN1002,,Automation Org - Do Not Delete,"Performance_Parent1002, AutoLilly1012",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1003,Automation-FN1003 Performance-LN1003,,Automation Org - Do Not Delete,"Performance_Parent1003, AutoLilly1013",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1003,Automation-FN1003 Performance-LN1003,,Automation Org - Do Not Delete,"Performance_Parent1003, AutoLilly1013",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1003,Automation-FN1003 Performance-LN1003,,Automation Org - Do Not Delete,"Performance_Parent1003, AutoLilly1013",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1003,Automation-FN1003 Performance-LN1003,,Automation Org - Do Not Delete,"Performance_Parent1003, AutoLilly1013",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1003,Automation-FN1003 Performance-LN1003,,Automation Org - Do Not Delete,"Performance_Parent1003, AutoLilly1013",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1003,Automation-FN1003 Performance-LN1003,,Automation Org - Do Not Delete,"Performance_Parent1003, AutoLilly1013",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1003,Automation-FN1003 Performance-LN1003,,Automation Org - Do Not Delete,"Performance_Parent1003, AutoLilly1013",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1004,Automation-FN1004 Performance-LN1004,,Automation Org - Do Not Delete,"Performance_Parent1004, AutoLilly1014",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1004,Automation-FN1004 Performance-LN1004,,Automation Org - Do Not Delete,"Performance_Parent1004, AutoLilly1014",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1004,Automation-FN1004 Performance-LN1004,,Automation Org - Do Not Delete,"Performance_Parent1004, AutoLilly1014",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1004,Automation-FN1004 Performance-LN1004,,Automation Org - Do Not Delete,"Performance_Parent1004, AutoLilly1014",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1004,Automation-FN1004 Performance-LN1004,,Automation Org - Do Not Delete,"Performance_Parent1004, AutoLilly1014",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1004,Automation-FN1004 Performance-LN1004,,Automation Org - Do Not Delete,"Performance_Parent1004, AutoLilly1014",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1004,Automation-FN1004 Performance-LN1004,,Automation Org - Do Not Delete,"Performance_Parent1004, AutoLilly1014",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1005,Automation-FN1005 Performance-LN1005,,Automation Org - Do Not Delete,"Performance_Parent1005, AutoLilly1015",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1005,Automation-FN1005 Performance-LN1005,,Automation Org - Do Not Delete,"Performance_Parent1005, AutoLilly1015",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1005,Automation-FN1005 Performance-LN1005,,Automation Org - Do Not Delete,"Performance_Parent1005, AutoLilly1015",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1005,Automation-FN1005 Performance-LN1005,,Automation Org - Do Not Delete,"Performance_Parent1005, AutoLilly1015",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1005,Automation-FN1005 Performance-LN1005,,Automation Org - Do Not Delete,"Performance_Parent1005, AutoLilly1015",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1005,Automation-FN1005 Performance-LN1005,,Automation Org - Do Not Delete,"Performance_Parent1005, AutoLilly1015",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1005,Automation-FN1005 Performance-LN1005,,Automation Org - Do Not Delete,"Performance_Parent1005, AutoLilly1015",,,,,,FALSE,2023-04-12 02:00:03.00
Performance_Student1006,Automation-FN1006 Performance-LN1006,,Automation Org - Do Not Delete,"Performance_Parent1006, AutoLilly1016",,,,,,FALSE,2023-04-12 02:00:03.00
